Product Code,Suppler TIN,Supplier Name,Qty,Unit Price
2257992706154200000,,Opening Stock,100,1080
2257992706154200000,,Opening Stock,100,1080
2257992637132730000,,Opening Stock,100,1080
2257992637132730000,,Opening Stock,100,1080
2257992624189110000,,Opening Stock,100,1080
2257992624189110000,,Opening Stock,100,1080
2257992568119660000,,Opening Stock,100,1080
2257992568119660000,,Opening Stock,100,1080
2257992274845530000,,Opening Stock,100,1080
2257992274845530000,,Opening Stock,100,1080
2257992197217350000,,Opening Stock,100,1080
2257992197217350000,,Opening Stock,100,1080
2257992167035140000,,Opening Stock,100,1080
2257992167035140000,,Opening Stock,100,1080
2257992141139510000,,Opening Stock,100,1080
2257992141139510000,,Opening Stock,100,1080
2257992110957300000,,Opening Stock,100,1080
2257992110957300000,,Opening Stock,100,1080
2257992093710320000,,Opening Stock,100,1080
2257992093710320000,,Opening Stock,100,1080
2257991757318750000,,Opening Stock,100,1080
2257991757318750000,,Opening Stock,100,1080
2257991709864400000,,Opening Stock,100,1080
2257991709864400000,,Opening Stock,100,1080
2257991701240910000,,Opening Stock,100,1080
2257991701240910000,,Opening Stock,100,1080
2257991658131850000,,Opening Stock,100,1080
2257991658131850000,,Opening Stock,100,1080
2257991425205370000,,Opening Stock,100,1080
2257991425205370000,,Opening Stock,100,1080
2257991308763100000,,Opening Stock,100,1080
2257991308763100000,,Opening Stock,100,1080
2257991252693650000,,Opening Stock,100,1080
2257991252693650000,,Opening Stock,100,1080
2257991248381900000,,Opening Stock,100,1080
2257991248381900000,,Opening Stock,100,1080
2257990782579280000,,Opening Stock,100,1080
2257990782579280000,,Opening Stock,100,1080
2257990726509820000,,Opening Stock,100,1080
2257990726509820000,,Opening Stock,100,1080
2257990674752110000,,Opening Stock,100,1080
2257990674752110000,,Opening Stock,100,1080
2257990575540040000,,Opening Stock,100,1080
2257990575540040000,,Opening Stock,100,1080
2257990510847100000,,Opening Stock,100,1080
2257990510847100000,,Opening Stock,100,1080
2257990459097780000,,Opening Stock,100,1080
2257990459097780000,,Opening Stock,100,1080
2257990450465900000,,Opening Stock,100,1080
2257990450465900000,,Opening Stock,100,1080
2257990437539050000,,Opening Stock,100,1080
2257990437539050000,,Opening Stock,100,1080
2257990433218920000,,Opening Stock,100,1080
2257990433218920000,,Opening Stock,100,1080
2257990407331680000,,Opening Stock,100,1080
2257990407331680000,,Opening Stock,100,1080
2257990398708190000,,Opening Stock,100,1080
2257990398708190000,,Opening Stock,100,1080
2257990381469600000,,Opening Stock,100,1080
2257990381469600000,,Opening Stock,100,1080
2257990377141080000,,Opening Stock,100,1080
2257990377141080000,,Opening Stock,100,1080
2257990364197450000,,Opening Stock,100,1080
2257990364197450000,,Opening Stock,100,1080
2257990355582350000,,Opening Stock,100,1080
2257990355582350000,,Opening Stock,100,1080
2257990286569280000,,Opening Stock,100,1080
2257990286569280000,,Opening Stock,100,1080
2257990282265920000,,Opening Stock,100,1080
2257990282265920000,,Opening Stock,100,1080
2257990247746800000,,Opening Stock,100,1080
2257990247746800000,,Opening Stock,100,1080
2257990187373990000,,Opening Stock,100,1080
2257990187373990000,,Opening Stock,100,1080
2257990178742110000,,Opening Stock,100,1080
2257990178742110000,,Opening Stock,100,1080
2257990170118620000,,Opening Stock,100,1080
2257990170118620000,,Opening Stock,100,1080
2257990114032390000,,Opening Stock,100,1080
2257990114032390000,,Opening Stock,100,1080
2257990049347830000,,Opening Stock,100,1080
2257990049347830000,,Opening Stock,100,1080
2257990010533740000,,Opening Stock,100,1080
2257990010533740000,,Opening Stock,100,1080
2257990006222000000,,Opening Stock,100,1080
2257990006222000000,,Opening Stock,100,1080
2257989950135760000,,Opening Stock,100,1080
2257989950135760000,,Opening Stock,100,1080
2257989941529050000,,Opening Stock,100,1080
2257989941529050000,,Opening Stock,100,1080
2257989928602210000,,Opening Stock,100,1080
2257989928602210000,,Opening Stock,100,1080
2257989803511280000,,Opening Stock,100,1080
2257989803511280000,,Opening Stock,100,1080
2257989652566670000,,Opening Stock,100,1080
2257989652566670000,,Opening Stock,100,1080
2257989648254930000,,Opening Stock,100,1080
2257989648254930000,,Opening Stock,100,1080
2257989587856950000,,Opening Stock,100,1080
2257989587856950000,,Opening Stock,100,1080
2257989574913330000,,Opening Stock,100,1080
2257989574913330000,,Opening Stock,100,1080
2257989471423070000,,Opening Stock,100,1080
2257989471423070000,,Opening Stock,100,1080
2257989467102940000,,Opening Stock,100,1080
2257989467102940000,,Opening Stock,100,1080
2257989462791190000,,Opening Stock,100,1080
2257989462791190000,,Opening Stock,100,1080
2257989402393220000,,Opening Stock,100,1080
2257989402393220000,,Opening Stock,100,1080
2257989337708660000,,Opening Stock,100,1080
2257989337708660000,,Opening Stock,100,1080
2257989333388530000,,Opening Stock,100,1080
2257989333388530000,,Opening Stock,100,1080
2257989251431830000,,Opening Stock,100,1080
2257989251431830000,,Opening Stock,100,1080
2257989238496590000,,Opening Stock,100,1080
2257989238496590000,,Opening Stock,100,1080
2257989234184850000,,Opening Stock,100,1080
2257989234184850000,,Opening Stock,100,1080
2257989229856330000,,Opening Stock,100,1080
2257989229856330000,,Opening Stock,100,1080
2257989225552970000,,Opening Stock,100,1080
2257989225552970000,,Opening Stock,100,1080
2257989221232840000,,Opening Stock,100,1080
2257989221232840000,,Opening Stock,100,1080
2257989216929480000,,Opening Stock,100,1080
2257989216929480000,,Opening Stock,100,1080
2257989182410360000,,Opening Stock,100,1080
2257989182410360000,,Opening Stock,100,1080
2257989156548280000,,Opening Stock,100,1080
2257989156548280000,,Opening Stock,100,1080
2257989130661040000,,Opening Stock,100,1080
2257989130661040000,,Opening Stock,100,1080
2257989126349290000,,Opening Stock,100,1080
2257989126349290000,,Opening Stock,100,1080
2257989104790570000,,Opening Stock,100,1080
2257989104790570000,,Opening Stock,100,1080
2257989096167080000,,Opening Stock,100,1080
2257989096167080000,,Opening Stock,100,1080
2257989087535200000,,Opening Stock,100,1080
2257989087535200000,,Opening Stock,100,1080
2257989061656350000,,Opening Stock,100,1080
2257989061656350000,,Opening Stock,100,1080
2257989035785880000,,Opening Stock,100,1080
2257989035785880000,,Opening Stock,100,1080
2257989031474140000,,Opening Stock,100,1080
2257989031474140000,,Opening Stock,100,1080
2257989027154000000,,Opening Stock,100,1080
2257989027154000000,,Opening Stock,100,1080
2257989018538900000,,Opening Stock,100,1080
2257989018538900000,,Opening Stock,100,1080
2257988988339910000,,Opening Stock,100,1080
2257988988339910000,,Opening Stock,100,1080
2257988945222470000,,Opening Stock,100,1080
2257988945222470000,,Opening Stock,100,1080
2257988940910720000,,Opening Stock,100,1080
2257988940910720000,,Opening Stock,100,1080
2257988940885560000,,Opening Stock,100,1080
2257988940885560000,,Opening Stock,100,1080
2257988936582200000,,Opening Stock,100,1080
2257988936582200000,,Opening Stock,100,1080
2257988932270460000,,Opening Stock,100,1080
2257988932270460000,,Opening Stock,100,1080
2257988897768110000,,Opening Stock,100,1080
2257988897768110000,,Opening Stock,100,1080
2257988815819800000,,Opening Stock,100,1080
2257988815819800000,,Opening Stock,100,1080
2257988794261080000,,Opening Stock,100,1080
2257988794261080000,,Opening Stock,100,1080
2257988759750340000,,Opening Stock,100,1080
2257988759750340000,,Opening Stock,100,1080
2257988535480910000,,Opening Stock,100,1080
2257988535480910000,,Opening Stock,100,1080
2257988526857420000,,Opening Stock,100,1080
2257988526857420000,,Opening Stock,100,1080
2257988513922190000,,Opening Stock,100,1080
2257988513922190000,,Opening Stock,100,1080
2257988492371850000,,Opening Stock,100,1080
2257988492371850000,,Opening Stock,100,1080
2257988470813130000,,Opening Stock,100,1080
2257988470813130000,,Opening Stock,100,1080
